2.000000 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [S], seq 0, win 65535, options [TS val 2000 ecr 0,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [S.], seq 0, ack 1, win 65535, options [TS val 2050 ecr 2000,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], ack 1, win 32768, options [TS val 2100 ecr 2050,eol], length 0
6.272767 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 48001:48537, ack 1, win 32768, options [TS val 6272 ecr 6222,eol], length 536: HTTP
6.373798 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 48537, win 32768, options [TS val 6323 ecr 6271,eol], length 0
6.373798 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 48537:49073, ack 1, win 32768, options [TS val 6373 ecr 6323,eol], length 536: HTTP
6.374742 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 49073:49609, ack 1, win 32768, options [TS val 6373 ecr 6323,eol], length 536: HTTP
6.475772 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 49609, win 32768, options [TS val 6425 ecr 6373,eol], length 0
6.475772 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 49609:50145, ack 1, win 32768, options [TS val 6475 ecr 6425,eol], length 536: HTTP
6.476716 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 50145:50681, ack 1, win 32768, options [TS val 6475 ecr 6425,eol], length 536: HTTP
6.477660 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 50681:51217, ack 1, win 32768, options [TS val 6475 ecr 6425,eol], length 536: HTTP
6.577747 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 50681, win 32768, options [TS val 6527 ecr 6475,eol], length 0
6.577747 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 51217:51753, ack 1, win 32768, options [TS val 6577 ecr 6527,eol], length 536: HTTP
6.578691 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 51753:52289, ack 1, win 32768, options [TS val 6577 ecr 6527,eol], length 536: HTTP
6.678777 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 51753, win 32768, options [TS val 6628 ecr 6475,eol], length 0
6.678777 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 52289:52825, ack 1, win 32768, options [TS val 6678 ecr 6628,eol], length 536: HTTP
6.679721 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 52825:53361, ack 1, win 32768, options [TS val 6678 ecr 6628,eol], length 536: HTTP
6.779807 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 52825, win 32768, options [TS val 6729 ecr 6577,eol], length 0
6.779807 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 53361:53897, ack 1, win 32768, options [TS val 6779 ecr 6729,eol], length 536: HTTP
6.780751 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 53897:54433, ack 1, win 32768, options [TS val 6779 ecr 6729,eol], length 536: HTTP
6.781695 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 54433:54969, ack 1, win 32768, options [TS val 6779 ecr 6729,eol], length 536: HTTP
6.880838 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 6830 ecr 6678,eol], length 0
6.880838 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 54969:55505, ack 1, win 32768, options [TS val 6880 ecr 6830,eol], length 536: HTTP
6.881782 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 55505:56041, ack 1, win 32768, options [TS val 6880 ecr 6830,eol], length 536: HTTP
6.882739 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 6832 ecr 6678,sack 1 {54433:54969}], length 0
6.882739 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 56041:56577, ack 1, win 32768, options [TS val 6882 ecr 6832,eol], length 536: HTTP
6.981881 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 6931 ecr 6678,sack 1 {54433:55505}], length 0
6.981881 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 56577:57113, ack 1, win 32768, options [TS val 6981 ecr 6931,eol], length 536: HTTP
6.982825 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 6932 ecr 6678,sack 1 {54433:56041}], length 0
6.982825 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 53897:54433, ack 1, win 32768, options [TS val 6982 ecr 6932,eol], length 536: HTTP
6.983782 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 6933 ecr 6678,sack 1 {54433:56577}], length 0
7.082924 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 53897, win 32768, options [TS val 7032 ecr 6678,sack 1 {54433:57113}], length 0
7.082924 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 57113:57649, ack 1, win 32768, options [TS val 7082 ecr 7032,eol], length 536: HTTP
7.083855 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 57113, win 32768, options [TS val 7033 ecr 6982,eol], length 0
7.083868 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 57649:58185, ack 1, win 32768, options [TS val 7083 ecr 7033,eol], length 536: HTTP
7.184911 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 57113, win 32768, options [TS val 7134 ecr 6982,sack 1 {57649:58185}], length 0
7.184911 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 58185:58721, ack 1, win 32768, options [TS val 7184 ecr 7134,eol], length 536: HTTP
7.285955 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 57113, win 32768, options [TS val 7235 ecr 6982,sack 1 {57649:58721}], length 0
7.285955 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 58721:59257, ack 1, win 32768, options [TS val 7285 ecr 7235,eol], length 536: HTTP
7.386998 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 57113, win 32768, options [TS val 7336 ecr 6982,sack 1 {57649:59257}], length 0
7.386998 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 57113:57649, ack 1, win 32768, options [TS val 7386 ecr 7336,eol], length 536: HTTP
7.488028 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 59257, win 32768, options [TS val 7437 ecr 7386,eol], length 0
7.488028 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 59257:59793, ack 1, win 32768, options [TS val 7488 ecr 7437,eol], length 536: HTTP
7.488972 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 59793:60329, ack 1, win 32768, options [TS val 7488 ecr 7437,eol], length 536: HTTP
7.590003 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60329, win 32768, options [TS val 7539 ecr 7488,eol], length 0
7.590003 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 60329:60865, ack 1, win 32768, options [TS val 7590 ecr 7539,eol], length 536: HTTP
7.590947 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 60865:61401, ack 1, win 32768, options [TS val 7590 ecr 7539,eol], length 536: HTTP
7.891033 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60865, win 32768, options [TS val 7840 ecr 7590,eol], length 0
7.891033 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 61401:61937, ack 1, win 32768, options [TS val 7891 ecr 7840,eol], length 536: HTTP
7.891977 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 61937:62473, ack 1, win 32768, options [TS val 7891 ecr 7840,eol], length 536: HTTP
7.992076 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60865, win 32768, options [TS val 7941 ecr 7590,sack 1 {61401:61937}], length 0
7.992076 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 62473:63009, ack 1, win 32768, options [TS val 7992 ecr 7941,eol], length 536: HTTP
7.993020 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60865, win 32768, options [TS val 7942 ecr 7590,sack 1 {61401:62473}], length 0
7.993020 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 63009:63545, ack 1, win 32768, options [TS val 7993 ecr 7942,eol], length 536: HTTP
8.093119 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60865, win 32768, options [TS val 8043 ecr 7590,sack 1 {61401:63009}], length 0
8.093119 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 60865:61401, ack 1, win 32768, options [TS val 8093 ecr 8043,eol], length 536: HTTP
8.094063 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 60865, win 32768, options [TS val 8043 ecr 7590,sack 1 {61401:63545}], length 0
8.094063 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 63545:64081, ack 1, win 32768, options [TS val 8094 ecr 8043,eol], length 536: HTTP
8.194150 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 63545, win 32768, options [TS val 8144 ecr 8093,eol], length 0
8.194150 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 64081:64617, ack 1, win 32768, options [TS val 8194 ecr 8144,eol], length 536: HTTP
8.295180 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 64617, win 32768, options [TS val 8245 ecr 8094,eol], length 0
8.295180 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 64617:65153, ack 1, win 32768, options [TS val 8295 ecr 8245,eol], length 536: HTTP
8.296124 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 65153:65689, ack 1, win 32768, options [TS val 8295 ecr 8245,eol], length 536: HTTP
8.397155 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 65689, win 32768, options [TS val 8347 ecr 8295,eol], length 0
8.397155 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 65689:66225, ack 1, win 32768, options [TS val 8397 ecr 8347,eol], length 536: HTTP
8.398099 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 66225:66761, ack 1, win 32768, options [TS val 8397 ecr 8347,eol], length 536: HTTP
8.399043 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 66761:67297, ack 1, win 32768, options [TS val 8397 ecr 8347,eol], length 536: HTTP
8.499129 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 66761, win 32768, options [TS val 8449 ecr 8397,eol], length 0
8.499129 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 67297:67833, ack 1, win 32768, options [TS val 8499 ecr 8449,eol], length 536: HTTP
8.500073 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 67833:68369, ack 1, win 32768, options [TS val 8499 ecr 8449,eol], length 536: HTTP
8.600172 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 66761, win 32768, options [TS val 8550 ecr 8397,sack 1 {67297:67833}], length 0
8.600172 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 68369:68905, ack 1, win 32768, options [TS val 8600 ecr 8550,eol], length 536: HTTP
8.601116 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 66761, win 32768, options [TS val 8551 ecr 8397,sack 1 {67297:68369}], length 0
8.601116 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 68905:69441, ack 1, win 32768, options [TS val 8601 ecr 8551,eol], length 536: HTTP
8.701215 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 66761, win 32768, options [TS val 8651 ecr 8397,sack 1 {67297:68905}], length 0
8.701215 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 66761:67297, ack 1, win 32768, options [TS val 8701 ecr 8651,eol], length 536: HTTP
8.702159 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 66761, win 32768, options [TS val 8652 ecr 8397,sack 1 {67297:69441}], length 0
8.702159 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 69441:69977, ack 1, win 32768, options [TS val 8702 ecr 8652,eol], length 536: HTTP
8.802246 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 69441, win 32768, options [TS val 8752 ecr 8701,eol], length 0
8.802246 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 69977:70513, ack 1, win 32768, options [TS val 8802 ecr 8752,eol], length 536: HTTP
8.903289 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 69441, win 32768, options [TS val 8853 ecr 8701,sack 1 {69977:70513}], length 0
8.903289 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 70513:71049, ack 1, win 32768, options [TS val 8903 ecr 8853,eol], length 536: HTTP
9.004332 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 69441, win 32768, options [TS val 8954 ecr 8701,sack 1 {69977:71049}], length 0
9.004332 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 71049:71585, ack 1, win 32768, options [TS val 9004 ecr 8954,eol], length 536: HTTP
9.105375 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 69441, win 32768, options [TS val 9055 ecr 8701,sack 1 {69977:71585}], length 0
9.105375 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 69441:69977, ack 1, win 32768, options [TS val 9105 ecr 9055,eol], length 536: HTTP
9.206406 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 71585, win 32768, options [TS val 9156 ecr 9105,eol], length 0
9.206406 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 71585:72121, ack 1, win 32768, options [TS val 9206 ecr 9156,eol], length 536: HTTP
9.207350 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 72121:72657, ack 1, win 32768, options [TS val 9206 ecr 9156,eol], length 536: HTTP
9.308393 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 71585, win 32768, options [TS val 9258 ecr 9105,sack 1 {72121:72657}], length 0
9.308393 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 72657:73193, ack 1, win 32768, options [TS val 9308 ecr 9258,eol], length 536: HTTP
10.206406 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 71585:72121, ack 1, win 32768, options [TS val 10206 ecr 9258,eol], length 536: HTTP
10.307436 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 72657, win 32768, options [TS val 10257 ecr 10206,eol], length 0
10.307436 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 72657:73193, ack 1, win 32768, options [TS val 10307 ecr 10257,eol], length 536: HTTP
10.308380 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 73193:73729, ack 1, win 32768, options [TS val 10307 ecr 10257,eol], length 536: HTTP
10.409411 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 73729, win 32768, options [TS val 10359 ecr 10307,eol], length 0
10.409411 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 73729:74265, ack 1, win 32768, options [TS val 10409 ecr 10359,eol], length 536: HTTP
10.410355 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 74265:74801, ack 1, win 32768, options [TS val 10409 ecr 10359,eol], length 536: HTTP
10.511385 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 74801, win 32768, options [TS val 10461 ecr 10409,eol], length 0
10.511385 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 74801:75337, ack 1, win 32768, options [TS val 10511 ecr 10461,eol], length 536: HTTP
10.512329 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 75337:75873, ack 1, win 32768, options [TS val 10511 ecr 10461,eol], length 536: HTTP
10.513273 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 75873:76409, ack 1, win 32768, options [TS val 10511 ecr 10461,eol], length 536: HTTP
10.613359 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 75873, win 32768, options [TS val 10563 ecr 10511,eol], length 0
10.613359 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 76409:76945, ack 1, win 32768, options [TS val 10613 ecr 10563,eol], length 536: HTTP
10.614303 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 76945:77481, ack 1, win 32768, options [TS val 10613 ecr 10563,eol], length 536: HTTP
10.714390 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 76945, win 32768, options [TS val 10664 ecr 10511,eol], length 0
10.714390 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 77481:78017, ack 1, win 32768, options [TS val 10714 ecr 10664,eol], length 536: HTTP
10.715334 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 78017:78553, ack 1, win 32768, options [TS val 10714 ecr 10664,eol], length 536: HTTP
10.815420 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 78017, win 32768, options [TS val 10765 ecr 10613,eol], length 0
10.815420 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 78553:79089, ack 1, win 32768, options [TS val 10815 ecr 10765,eol], length 536: HTTP
10.816364 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 79089:79625, ack 1, win 32768, options [TS val 10815 ecr 10765,eol], length 536: HTTP
10.817308 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 79625:80161, ack 1, win 32768, options [TS val 10815 ecr 10765,eol], length 536: HTTP
10.916451 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79089, win 32768, options [TS val 10866 ecr 10714,eol], length 0
10.916451 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 80161:80697, ack 1, win 32768, options [TS val 10916 ecr 10866,eol], length 536: HTTP
10.917395 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 80697:81233, ack 1, win 32768, options [TS val 10916 ecr 10866,eol], length 536: HTTP
11.017494 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79625, win 32768, options [TS val 10967 ecr 10815,sack 1 {80161:80697}], length 0
11.017494 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 81233:81769, ack 1, win 32768, options [TS val 11017 ecr 10967,eol], length 536: HTTP
11.018438 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79625, win 32768, options [TS val 10968 ecr 10815,sack 1 {80161:81233}], length 0
11.018438 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 81769:82305, ack 1, win 32768, options [TS val 11017 ecr 10967,eol], length 536: HTTP
11.019382 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 82305:82841, ack 1, win 32768, options [TS val 11018 ecr 10968,eol], length 536: HTTP
11.118537 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79625, win 32768, options [TS val 11068 ecr 10815,sack 1 {80161:81769}], length 0
11.118537 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 79625:80161, ack 1, win 32768, options [TS val 11118 ecr 11068,eol], length 536: HTTP
11.119481 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79625, win 32768, options [TS val 11069 ecr 10815,sack 1 {80161:82305}], length 0
11.120425 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 79625, win 32768, options [TS val 11070 ecr 10815,sack 1 {80161:82841}], length 0
11.120425 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 82841:83377, ack 1, win 32768, options [TS val 11120 ecr 11070,eol], length 536: HTTP
11.219567 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 82841, win 32768, options [TS val 11169 ecr 11118,eol], length 0
11.219567 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 83377:83913, ack 1, win 32768, options [TS val 11219 ecr 11169,eol], length 536: HTTP
11.320598 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 83913, win 32768, options [TS val 11270 ecr 11120,eol], length 0
11.320598 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 83913:84449, ack 1, win 32768, options [TS val 11320 ecr 11270,eol], length 536: HTTP
11.321542 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 84449:84985, ack 1, win 32768, options [TS val 11320 ecr 11270,eol], length 536: HTTP
11.621628 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 84449, win 32768, options [TS val 11571 ecr 11320,eol], length 0
11.621628 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 84985:85521, ack 1, win 32768, options [TS val 11621 ecr 11571,eol], length 536: HTTP
11.622572 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 85521:86057, ack 1, win 32768, options [TS val 11621 ecr 11571,eol], length 536: HTTP
11.722671 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 84449, win 32768, options [TS val 11672 ecr 11320,sack 1 {84985:85521}], length 0
11.722671 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 86057:86593, ack 1, win 32768, options [TS val 11722 ecr 11672,eol], length 536: HTTP
11.723615 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 84449, win 32768, options [TS val 11673 ecr 11320,sack 1 {84985:86057}], length 0
11.723615 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 86593:87129, ack 1, win 32768, options [TS val 11723 ecr 11673,eol], length 536: HTTP
11.823715 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 84449, win 32768, options [TS val 11773 ecr 11320,sack 1 {84985:86593}], length 0
11.823715 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 84449:84985, ack 1, win 32768, options [TS val 11823 ecr 11773,eol], length 536: HTTP
11.824659 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 84449, win 32768, options [TS val 11774 ecr 11320,sack 1 {84985:87129}], length 0
11.824659 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 87129:87665, ack 1, win 32768, options [TS val 11824 ecr 11774,eol], length 536: HTTP
11.924745 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 87129, win 32768, options [TS val 11874 ecr 11823,eol], length 0
11.924745 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 87665:88201, ack 1, win 32768, options [TS val 11924 ecr 11874,eol], length 536: HTTP
12.025775 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 88201, win 32768, options [TS val 11975 ecr 11824,eol], length 0
12.025775 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 88201:88737, ack 1, win 32768, options [TS val 12025 ecr 11975,eol], length 536: HTTP
12.026719 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 88737:89273, ack 1, win 32768, options [TS val 12025 ecr 11975,eol], length 536: HTTP
12.127750 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 89273, win 32768, options [TS val 12077 ecr 12025,eol], length 0
12.127750 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 89273:89809, ack 1, win 32768, options [TS val 12127 ecr 12077,eol], length 536: HTTP
12.128694 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 89809:90345, ack 1, win 32768, options [TS val 12127 ecr 12077,eol], length 536: HTTP
12.129638 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 90345:90881, ack 1, win 32768, options [TS val 12127 ecr 12077,eol], length 536: HTTP
12.229724 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 90345, win 32768, options [TS val 12179 ecr 12127,eol], length 0
12.229724 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 90881:91417, ack 1, win 32768, options [TS val 12229 ecr 12179,eol], length 536: HTTP
12.230668 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 91417:91953, ack 1, win 32768, options [TS val 12229 ecr 12179,eol], length 536: HTTP
12.330755 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 91417, win 32768, options [TS val 12280 ecr 12127,eol], length 0
12.330755 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 91953:92489, ack 1, win 32768, options [TS val 12330 ecr 12280,eol], length 536: HTTP
12.331699 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 92489:93025, ack 1, win 32768, options [TS val 12330 ecr 12280,eol], length 536: HTTP
12.431785 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 92489, win 32768, options [TS val 12381 ecr 12229,eol], length 0
12.431785 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 93025:93561, ack 1, win 32768, options [TS val 12431 ecr 12381,eol], length 536: HTTP
12.432729 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 93561:94097, ack 1, win 32768, options [TS val 12431 ecr 12381,eol], length 536: HTTP
12.433673 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 94097:94633, ack 1, win 32768, options [TS val 12431 ecr 12381,eol], length 536: HTTP
12.532815 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 93561, win 32768, options [TS val 12482 ecr 12330,eol], length 0
12.532815 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 94633:95169, ack 1, win 32768, options [TS val 12532 ecr 12482,eol], length 536: HTTP
12.533759 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 95169:95705, ack 1, win 32768, options [TS val 12532 ecr 12482,eol], length 536: HTTP
